Date,TMax,TMin,Precip,Snow,SDep,Rs,Wind,TDew,ASCEr,ASCEg,Penman,KimbPeng,KimbPen,FAO56PM,PreTay,85Harg
Units,C,C,mm/day,mm/day,mm,MJ/m2,m/s,C,mm/day,mm/day,mm/day,mm/day,mm/day,mm/day,mm/day,mm/day
1950-01-01,16.56956097,7.429560966,0.05,0,0,7.757118685446799,3.25,7.102928664,2.654750914338324,1.7384506073500985,1.8697020857824247,1.4133134827234206,1.9032393412204995,1.800473001109647,0.9030776039514533,1.4463657666584102
1950-01-02,17.53956097,7.709560966000001,0.08,0,0,8.212348075322856,3.25,7.3829286640000005,2.877182785409073,1.873390819182728,1.9961340021373326,1.4847598424354365,2.0182691029874187,1.9511025080836102,0.9511694893299477,1.5370661040129305
1950-01-03,21.98956097,11.11956097,2.42,0,0,8.733718484999427,3.25,10.792928668,3.5305583643316485,2.283060755453983,2.3855317544034245,1.4658997114319672,2.108570957879669,2.415924637006526,1.1541724849157065,1.8380838299702822
1950-01-04,15.46956097,-12.26043903,1.05,0,0,12.80801151171735,3.25,-12.587071332,5.064042559825901,3.0824478192507088,2.561483072746234,3.112816560870461,4.2501078001956,3.297311159319107,0.9152789180165936,1.6406128277086502
1950-01-05,-6.790439033999999,-12.12043903,0.0,0,0,5.217833986451048,3.25,-12.447071332,0.6849159965972715,0.4785853685438785,0.6273792506971939,1.1800671273892447,1.3118553745925916,0.47973188812747836,0.37244557740949114,0.30727066047806284
1950-01-06,-2.0604390340000003,-10.22043903,0.0,0,0,7.5955154241403156,3.25,-10.547071332,1.1378963758553278,0.765576032452348,0.9286387706733725,1.0693421314064842,1.2998962178345597,0.7738124010993298,0.4769223343047352,0.5350247181180613
1950-01-07,6.6295609660000006,-8.050439034,0.0,0,0,11.162778630798812,3.25,-8.377071336,2.443757785399787,1.5606252114059185,1.638947983074152,1.0135997518815418,1.5339396597426953,1.6145367977124752,0.6816772161060132,1.0616963873094865
1950-01-08,10.21956097,-7.230439034,0.0,0,0,11.957054858511235,3.25,-7.557071336,3.1598681215890503,1.9882401071424163,1.9751898255087346,1.1233515237972784,1.8003351765669806,2.077590992691023,0.7794641905968097,1.315466387898213
1950-01-09,12.36956097,-1.6604390340000001,0.0,0,0,10.855991286834971,3.25,-1.987071336,3.034174334744289,1.9356531051497443,2.0152287857592053,1.0275971594848783,1.6448050617230945,2.023042311703628,0.864398815418794,1.427349048441307
1950-01-10,13.98956097,-0.7204390340000001,0.0,0,0,11.126750424209812,3.25,-1.0470713360000001,3.3275853300114977,2.1147231897460905,2.173262419502145,1.3552341197158533,2.029214846709005,2.221448399546003,0.9300236629220758,1.5517618876198915
1950-01-11,12.12956097,-1.3804390340000001,0.05,0,0,10.75866326552536,3.25,-1.707071336,2.948362587864589,1.8910413058395585,1.9899488757905563,1.4685927926000941,2.0632244993908335,1.9726183695997779,0.8783255869443849,1.4159407068034935
1950-01-12,9.519560966,0.709560966,8.65,0,0,8.09939470919034,3.25,0.382928664,2.045304592324309,1.361650784433701,1.5386165935738467,1.1693066279894095,1.557604848028928,1.3925631137669419,0.7812009030074255,1.1363099893409574
1950-01-13,18.41956097,7.0895609660000005,4.05,0,0,9.564667027337352,3.25,6.762928664,3.309251497270562,2.1523114056178287,2.2798665493298227,1.1291431546625945,1.7436426576727626,2.259993811741309,1.1165721233479309,1.7403273593106017
1950-01-14,16.14956097,-0.540439034,0.0,0,0,11.967411410972682,3.25,-0.867071336,3.920254225596597,2.475649912041549,2.4771019837939527,2.0116202710219477,2.806146276328362,2.6223973445162874,1.0641179355332295,1.7717517044381557
1950-01-15,16.47956097,0.399560966,0.0,0,0,11.848450260174147,3.25,0.07292866400000003,3.885200651866228,2.463039126961565,2.488181896093562,2.0283460158419833,2.807089073443093,2.608729661042257,1.0944453261793659,1.7937691844163997
1950-01-16,14.41956097,-3.8204390339999996,0.0,0,0,12.577723590193827,3.25,-4.147071336,3.8931459610887544,2.453257194786557,2.414908293097788,2.310050050889507,3.1180593493654847,2.589083296969944,1.0205465932892577,1.6869914966453534
1950-01-17,11.42956097,-3.1704390339999997,0.0,0,0,11.650783442898655,3.25,-3.497071336,3.0443845959946425,1.958091898081665,2.0554988901746247,1.8309684957849448,2.448725264246432,2.0423247260391437,0.9349043635534724,1.4401993895677796
1950-01-18,22.30956097,-6.4504390339999995,0.0,0,0,13.6824598471582,3.25,-6.777071336,6.79055162612644,4.139260519080558,3.491471388883993,3.0384139559419627,4.48766892791692,4.522865808069299,1.443639489591327,2.395436087726878
1950-01-19,0.7795609659999999,-6.470439034,0.03,0,0,7.352552314188729,3.25,-6.797071336,1.2567057760413347,0.8639306020266029,1.062347255194952,1.2015958372181557,1.4411822796751756,0.8721044449394599,0.6055558630966481,0.6964948208732498
1950-01-20,4.169560966000001,-4.930439034,0.03,0,0,8.89333478549157,3.25,-5.257071336,1.695619525974513,1.1436395037555895,1.3448655320235958,1.1911571905413578,1.5200471631972639,1.1635527946688735,0.7215701364225356,0.9171832919088794
1950-01-21,10.46956097,-1.210439034,0.0,0,0,10.567925259152712,3.25,-1.537071336,2.5879960531099484,1.7053105647571043,1.8801124852367788,1.1947959603521938,1.6974804899449614,1.7623970025404176,0.9470536688339588,1.3535625703888878
1950-01-22,19.40956097,0.969560966,0.0,0,0,12.987045700283426,3.25,0.642928664,4.7468437409246365,3.0016743573839366,2.958053737686628,1.650286765484465,2.592911438468187,3.212081331833967,1.3588422499911084,2.1485788699479067
1950-01-23,17.44956097,2.059560966,0.0,0,0,12.26350781559642,3.25,1.732928664,3.987790881105557,2.5661083020159,2.6478666917930176,1.7379735368679408,2.5109841397798895,2.717375181651738,1.28406324906991,1.9454108892107456
1950-01-24,14.69956097,2.049560966,0.0,0,0,11.229101581550777,3.25,1.722928664,3.2178111753478147,2.111182437550854,2.2725057594945826,1.7661475040357804,2.3770056111433817,2.204852358147481,1.162210337684906,1.6854447036687576
1950-01-25,28.04956097,3.2195609660000004,0.0,0,0,13.90207479205085,3.25,2.8929286640000003,7.477845446575379,4.617759242512996,4.267617662675727,3.2201075499351646,4.696946373831303,5.16702058479056,2.04845951188085,3.0598621438538776
1950-01-26,5.559560966,-7.730439034,0.0,0,0,12.038016907093755,3.25,-8.057071336,2.2976517700394194,1.5194189115153258,1.696564417705169,2.0368424389169055,2.5012136825205618,1.562701413265439,0.8719589535592472,1.109796833128381
1950-01-27,1.709560966,-10.98043903,0.0,0,0,11.919508296909337,3.25,-11.307071332,1.8695896355695734,1.2482137025970488,1.4350457912405394,1.715128379716165,2.096321533204282,1.2759710637270971,0.7619059562173732,0.8578128143802894
1950-01-28,9.599560966,-9.720439034,0.0,0,0,14.17594463054958,3.25,-10.047071336,3.3913508727829824,2.1788041424559332,2.1916597663877315,2.024702050391114,2.7384336728870924,2.2694926699848286,1.0378045947411865,1.4435832592362443
1950-01-29,20.06956097,-8.840439034,0.0,0,0,14.99007694268618,3.25,-9.167071336,6.410887546138956,3.967846379777497,3.4093207740449447,2.559373706116819,3.925819169237694,4.288714910104769,1.5493197884402974,2.3618481634084896
1950-01-30,0.979560966,-8.630439034,0.0,0,0,10.129112879262728,3.25,-8.957071336,1.554095795486666,1.065062034888175,1.2913904604098447,1.184431379859623,1.4852003084257988,1.08128591244123,0.7495350525377618,0.8119414776837419
1950-01-31,0.449560966,-5.560439034,0.0,0,0,6.836789979632303,3.25,-5.887071336,1.1448118757318908,0.8132334340702576,1.0381832428551112,0.8651674102904123,1.0696553434629406,0.8175920397129497,0.6697271486825708,0.7069563436993659
1950-02-01,0.353530975,-5.616469025,0.0,0,0,6.848308867387443,3.66,-5.598436747,1.1028836054349604,0.7848986380106101,1.0267777552157913,0.8231244113328715,1.0294657721310232,0.7885283717851409,0.6743464820807311,0.7067633832818219
1950-02-02,4.943530975,-4.906469025,0.0,0,0,10.483539956678856,3.66,-4.888436747,1.9294535499292746,1.3166949222335615,1.5803261026730446,1.0222396549240598,1.4059319905717735,1.3394871019056387,0.9178288099527404,1.0779223722983022
1950-02-03,7.173530975,-7.266469025,0.0,0,0,13.406448933089456,3.66,-7.248436747,2.7211748622787377,1.8025106367467953,2.0100331167254186,1.493614521126185,2.0647374710714455,1.8541342509250325,1.0696098766830178,1.3111148034917144
1950-02-04,11.65353097,-4.186469025,0.0,0,0,13.964237404421363,3.66,-4.168436747,3.498519418046729,2.294588261128645,2.457762820897935,1.67696089123902,2.399756146867362,2.3817776558842287,1.2848855265638761,1.6855795086151961
1950-02-05,21.01353097,5.903530975,0.0,0,0,13.408333684631598,3.66,5.9215632529999995,4.783773807178502,3.137397054167017,3.2754182215941077,1.6133762020352478,2.5187026545231443,3.3223559255710997,1.801894564507596,2.432406122361527
1950-02-06,26.41353097,8.623530975,0.0,0,0,14.22027273161488,3.66,8.641563253,6.273688950753685,4.057496220266321,4.079089325109967,2.368473109285793,3.5432968576502852,4.390229357761074,2.248437520688669,3.0192533289583423
1950-02-07,27.25353097,2.223530975,0.0,0,0,15.612024651013206,3.66,2.2415632530000003,8.028043029680695,5.0375658834442305,4.655760788365084,3.9027335469510245,5.5181703590362305,5.532583639366861,2.3905890441434865,3.318847323398274
1950-02-08,23.11353097,4.323530975,0.0,0,0,14.9265483919458,3.66,4.3415632529999995,5.932492608371516,3.8320655307854414,3.831651950029996,3.4702365472292236,4.620957853003458,4.103051521675622,2.0602474768059182,2.8066755742836813
1950-02-09,15.04353097,-3.526469025,1.33,0,0,15.373779993325092,3.66,-3.5084367469999997,4.4642432559951235,2.9073475116577723,2.9895559141108095,3.258899556271246,4.177364793889301,3.043731573535205,1.5795065189315434,2.087706059496747
1950-02-10,21.66353097,-2.576469025,1.9,0,0,16.23069121023983,3.66,-2.558436747,6.647618710865056,4.218396721386042,3.974813435569379,3.7001694965963177,5.0785966225374555,4.535984880188278,2.0432843710322874,2.802599951483338
1950-02-11,17.56353097,7.303530975,10.25,0,0,11.298059449110696,3.66,7.321563253,3.3636084727067295,2.309671497205433,2.5916288610911353,1.8139582697101395,2.4065337874848387,2.3871109368066845,1.6195388716228316,2.0392745377855817
1950-02-12,16.87353097,9.573530975,39.03,0,0,8.636390040350937,3.66,9.591563253,2.586916221512169,1.828504390356641,2.1082982707201117,1.25266482551665,1.679494377804541,1.862326315018009,1.4138752383736783,1.7818899887026893
1950-02-13,12.53353097,0.023530975,16.65,0,0,13.387019275780075,3.66,0.041563252999999994,3.228176100270818,2.194476906851719,2.493195501719221,2.4238517821518832,3.0384702581029632,2.264849699092999,1.5053788941670876,1.8143028584357976
1950-02-14,8.523530975,-1.476469025,0.0,0,0,11.731424850024583,3.66,-1.4584367470000001,2.382054027082369,1.6564213452362666,1.9876597713763617,2.0785447162539183,2.5242669628571806,1.689654798340353,1.2662680427885769,1.4453715151986188
1950-02-15,16.59353097,-1.666469025,0.0,0,0,16.10895361405576,3.66,-1.648436747,4.774505027761653,3.143972140217122,3.278958692269315,2.815673139894651,3.768772929842068,3.2984676257801975,1.8499860061482472,2.343137353341915
1950-02-16,20.05353097,0.573530975,0.0,0,0,16.426483595004957,3.66,0.591563253,5.625197396621884,3.6799277840500695,3.739747694020875,2.8552960536464482,3.962476350411059,3.8975201101753028,2.110624653706422,2.724294034409235
1950-02-17,21.69353097,3.853530975,0.0,0,0,16.039091565413532,3.66,3.871563253,5.648469306780434,3.729606983262086,3.863594244847264,2.8242466169812,3.8953382099970253,3.961654966222227,2.2675229318935832,2.8669529795894135
1950-02-18,19.66353097,3.883530975,0.03,0,0,15.520841748364601,3.66,3.9015632530000004,4.917690267086924,3.2944423710184765,3.5270743293011892,2.858927534150495,3.7768511146589754,3.4690301356805953,2.137238464307811,2.628649226767417
1950-02-19,13.07353097,-2.246469025,0.0,0,0,15.767455199980411,3.66,-2.228436747,3.8168623282908247,2.5795842763962553,2.8696243861362016,2.8558222602805055,3.6000566828849117,2.6756889895464306,1.7455685629406559,2.0385835025293715
1950-02-20,17.99353097,4.253530975,0.0,0,0,14.849660216213351,3.66,4.271563253,4.292168071040461,2.9257138978927713,3.236417632927985,2.6078034549106035,3.3898264624092675,3.0544745212486433,2.046305519714669,2.439879755187486
1950-02-21,18.36353097,5.263530975,0.0,0,0,14.574800395085104,3.66,5.281563253,4.230914858167478,2.9015588096696256,3.2296635332408528,2.4837792632218156,3.2417116013126135,3.0258697601950164,2.0798573277294397,2.4622717752846004
1950-02-22,17.99353097,-3.416469025,0.0,0,0,17.916000862943672,3.66,-3.398436747,5.620031501085351,3.6893660651090827,3.743324827535273,3.4619464925743286,4.599392522106369,3.89364600945535,2.1724331029101194,2.678640117209977
