Date,TMax,TMin,Precip,Snow,SDep,Rs,Wind,TDew,ASCEr,ASCEg
Units,C,C,mm/day,mm/day,mm,MJ/m2,m/s,C,mm/day,mm/day
1950-01-01,20.865555022,1.12555502204,0.0,0,0,11.438191572789462,2.91,0.6544418570399999,4.646214217241079,2.846719068708021
1950-01-02,22.565555021999998,8.65555502204,0.0,0,0,9.885582202125365,2.91,8.18444185704,3.9211969384187793,2.4778137574792964
1950-01-03,15.805555022,-6.43444497796,0.0,0,0,12.019725029423872,2.91,-6.90555814296,4.214087361941581,2.57968997636189
1950-01-04,-6.10444497796,-15.534444978,0.0,0,0,8.309525462352637,2.91,-16.005558143,0.9586321633202042,0.6414935142341918
1950-01-05,3.95555502204,-13.874444978,0.0,0,0,11.730171074379967,2.91,-14.345558143,2.260807691020321,1.4278740725711783
1950-01-06,9.70555502204,-11.144444978,0.0,0,0,12.168781163401619,2.91,-11.615558143,3.194251502207632,1.9837410924625682
1950-01-07,11.045555022,-10.134444978,0.0,0,0,12.23510508598154,2.91,-10.605558143,3.4147449448329077,2.1166938054761193
1950-01-08,11.105555022,-6.08444497796,0.030303412741999998,0,0,11.568672405427886,2.91,-6.55555814296,3.052467703747589,1.9185976017014328
1950-01-09,12.245555022000001,0.7155550220379999,0.0,0,0,9.419200726023737,2.91,0.24444185703799992,2.5277911609375097,1.6393935863585136
1950-01-10,13.315555022,-4.44444497796,0.0,0,0,11.76287365692472,2.91,-4.91555814296,3.402265820253671,2.132956218113159
1950-01-11,9.93555502204,-2.2344449779599995,6.2425030248599995,0,0,9.928266277423154,2.91,-2.7055581429599993,2.4008403502480156,1.5570496697505425
1950-01-12,11.265555022000001,3.29555502204,2.9293298984,0,0,7.228184644081383,2.91,2.82444185704,1.966453499291356,1.3230363721760858
1950-01-13,14.535555022,3.52555502204,0.12121365096799999,0,0,9.273607382411306,2.91,3.0544418570399996,2.6915680227738137,1.75996484358589
1950-01-14,16.675555022,-2.76444497796,0.0,0,0,12.285454726204089,2.91,-3.2355581429600004,4.087439614066469,2.550262510528319
1950-01-15,11.985555022,-1.13444497796,0.0,0,0,10.586326836067073,2.91,-1.60555814296,2.7416304434758594,1.7742088639552793
1950-01-16,10.175555022000001,-7.99444497796,0.0,0,0,12.394504379595261,2.91,-8.465558142959999,3.0799955782347306,1.9511062148472382
1950-01-17,23.505555022,1.67555502204,0.0,0,0,12.657131927142363,2.91,1.20444185704,5.500632083320315,3.398693455757059
1950-01-18,15.045555022,-9.94444497796,0.0,0,0,13.353586608692124,2.91,-10.41555814296,4.472830262609713,2.7668569111728254
