Date,TMax,TMin,Precip,Snow,SDep,Rs,Wind,TDew,ASCEr,ASCEg
Units,C,C,mm/day,mm/day,mm,MJ/m2,m/s,C,mm/day,mm/day
1950-01-01,17.0468816744,5.19688167436,0.0311358471213,0,0,9.126668623597547,2.62,5.5884633073600005,2.5939311090529835,1.6947430140276665
1950-01-02,21.8868816744,5.75688167436,0.155679235606,0,0,10.650670835054482,2.62,6.14846330736,3.732837643010745,2.3578858981749344
1950-01-03,20.2668816744,-5.75311832564,0.290601239798,0,0,12.211097101437696,2.62,-5.36153669264,4.936025861874327,2.995273917457443
1950-01-04,-1.9531183256400002,-12.923118325599999,0.08302892565669999,0,0,9.220454678517047,2.62,-12.5315366926,1.1450379869438063,0.7690294138956509
1950-01-05,-1.10311832564,-10.9731183256,0.0,0,0,8.566974094539118,2.62,-10.5815366926,1.117261479216427,0.7585965741009719
1950-01-06,8.486881674360001,-9.133118325639998,0.0,0,0,11.63952383349233,2.62,-8.741536692639999,2.50055038625787,1.5877941996805987
1950-01-07,10.566881674400001,-6.47311832564,0.0,0,0,11.497918082264052,2.62,-6.081536692639999,2.6691682475167005,1.6969593963420067
1950-01-08,11.076881674400001,-6.19311832564,0.051893078535400004,0,0,11.597434103543735,2.62,-5.80153669264,2.7515865592350295,1.748390480682367
1950-01-09,12.7168816744,0.766881674365,0.051893078535400004,0,0,9.632318560126697,2.62,1.158463307365,2.294300234231804,1.5127235049438206
1950-01-10,14.1268816744,-0.423118325635,0.7576389466169999,0,0,10.79452519553159,2.62,-0.03153669263500003,2.7636512980219217,1.7848803970728226
1950-01-11,10.6768816744,-0.513118325635,0.726503099496,0,0,9.380763228152137,2.62,-0.12153669263500005,2.04720470623256,1.365414289617624
1950-01-12,13.7568816744,3.72688167436,5.158172006419999,0,0,8.637911989976832,2.62,4.11846330736,2.1210088439979056,1.4330667270601132
1950-01-13,16.4468816744,8.50688167436,2.41821745975,0,0,7.122537543370507,2.62,8.89846330736,1.9587413793801918,1.364223322245373
1950-01-14,16.1668816744,-4.24311832564,0.0,0,0,12.472091219838797,2.62,-3.8515366926400003,3.7397967422882075,2.348747482096279
1950-01-15,15.3668816744,-0.623118325635,0.0,0,0,11.583659888232766,2.62,-0.23153669263500004,3.1125479704423897,2.004981697083039
1950-01-16,18.6268816744,1.44688167436,0.0,0,0,11.886877277914161,2.62,1.8384633073599999,3.643201787814034,2.3293916051886043
1950-01-17,22.4868816744,1.91688167436,0.0,0,0,12.52041820011634,2.62,2.30846330736,4.630078006166802,2.906806216150069
1950-01-18,24.436881674400002,-7.743118325639999,0.0,0,0,13.45999479474774,2.62,-7.351536692639999,6.623221829841599,4.013501803611631
1950-01-19,4.69688167436,-7.213118325639999,0.0,0,0,10.469942872904197,2.62,-6.821536692639999,1.7201984724119284,1.1619462145442185
1950-01-20,8.736881674360001,-4.13311832564,0.0,0,0,10.948654432475138,2.62,-3.74153669264,2.1482878706850816,1.436252432474032
1950-01-21,16.8168816744,-2.27311832564,0.0,0,0,12.84212709279052,2.62,-1.8815366926400001,3.733510858709609,2.385870257143238
1950-01-22,19.3068816744,1.07688167436,0.0,0,0,12.661929567448134,2.62,1.46846330736,3.941168406975234,2.531291579571599
1950-01-23,19.9568816744,1.6268816743599999,0.0,0,0,12.760570629590022,2.62,2.01846330736,4.048644002627603,2.603226371593277
1950-01-24,26.5468816744,1.8368816743599998,0.0,0,0,13.553056960149254,2.62,2.2284633073599998,5.970210428949083,3.7192821785771595
1950-01-25,27.8968816744,-4.26311832564,0.0,0,0,14.087790033684795,2.62,-3.87153669264,7.419429070929826,4.522664808228589
1950-01-26,3.6968816743599997,-7.753118325639999,0.0,0,0,10.81104432902687,2.62,-7.361536692639999,1.6486303378967795,1.135385793303173
1950-01-27,12.396881674400001,-5.76311832564,0.0,0,0,13.430596982965469,2.62,-5.371536692639999,3.150790442926005,2.0561510591608254
1950-01-28,19.9968816744,-6.7731183256400005,0.0,0,0,14.442714115262515,2.62,-6.38153669264,5.227166412476892,3.2718959303258797
1950-01-29,21.8268816744,-10.3131183256,0.0,0,0,14.786955759268087,2.62,-9.9215366926,6.2205688801203225,3.839188895301588
1950-01-30,0.0268816743646,-10.3031183256,0.0,0,0,10.504754396159159,2.62,-9.9115366926,1.324111299798734,0.9331513582809664
1950-01-31,0.5768816743649999,-6.70311832564,0.0,0,0,7.968855498394888,2.62,-6.31153669264,1.0789193799065635,0.789975621586014
1950-02-01,6.8379787620000005,-7.262021237999999,0.0,0,0,12.794558168759478,3.08,-7.079745118999999,2.397594649225098,1.6080465121134657
1950-02-02,8.567978762000001,-5.472021238,0.0,0,0,12.829406219040132,3.08,-5.289745119,2.5841413334421945,1.7343870452953316
1950-02-03,10.827978762,-4.812021238,0.0,0,0,13.558894802664161,3.08,-4.629745119,3.036398527952209,2.017564178278546
1950-02-04,14.517978762,1.7579787619999998,0.0,0,0,12.18512024451189,3.08,1.9402548809999998,3.0795373344951167,2.0851415285453667
1950-02-05,20.337978762,3.077978762,0.0,0,0,13.995197956430415,3.08,3.260254881,4.552468008454921,2.9888785387508383
1950-02-06,26.137978762,5.697978762000001,0.0,0,0,14.634533693555307,3.08,5.880254881000001,6.022010128328095,3.8861676646889003
1950-02-07,27.477978762,6.0079787620000005,0.0,0,0,14.892290577033362,3.08,6.190254881,6.46240543367447,4.155710294845177
1950-02-08,24.907978762,4.567978762,0.0,0,0,14.957089185607913,3.08,4.750254881,5.843414296332257,3.7887538431410994
1950-02-09,15.547978762,-3.222021238,0.0,0,0,15.170815453255315,3.08,-3.039745119,4.139299080214629,2.725839292117408
1950-02-10,24.897978761999997,3.557978762,9.901451120639999,0,0,15.434922063855462,3.08,3.740254881,6.062524100024608,3.926160972919218
1950-02-11,14.377978762,-1.872021238,7.719426549360001,0,0,14.729350535666335,3.08,-1.6897451190000001,3.670818510659031,2.4651424731167224
1950-02-12,15.247978762,6.807978762,16.468109972,0,0,9.709715913557643,3.08,6.990254881,2.4643999530075025,1.7658398742392316
1950-02-13,14.827978762,-1.092021238,7.43123462485,0,0,14.86970134529114,3.08,-0.9097451190000001,3.715787394168658,2.5107877009789417
1950-02-14,11.387978762000001,-1.802021238,0.0,0,0,13.797306130355043,3.08,-1.619745119,2.927662959472949,2.024883257419779
1950-02-15,17.747978762,-2.1020212380000003,0.0,0,0,16.24586461325015,3.08,-1.9197451190000003,4.724988700801995,3.127865544312886
1950-02-16,20.947978762,1.237978762,0.0,0,0,16.223870930283905,3.08,1.420254881,5.247088490796738,3.476314980484837
1950-02-17,22.627978761999998,2.8979787619999997,0.0,0,0,16.304100730605132,3.08,3.0802548809999997,5.547741123736108,3.6801605330412515
1950-02-18,20.127978762,-2.132021238,0.0,0,0,17.081427633865246,3.08,-1.9497451190000001,5.5259112753757975,3.6302098546588835
1950-02-19,15.797978762,-2.012021238,0.0,0,0,16.42295899562204,3.08,-1.829745119,4.21148651982311,2.8483767351749467
1950-02-20,21.687978761999997,-0.5620212379999999,0.0308777061974,0,0,17.340922734520255,3.08,-0.37974511899999996,5.85024070520735,3.8548847003105666
1950-02-21,19.517978762000002,6.477978762,0.0,0,0,14.314323222339272,3.08,6.660254881,3.971349624869647,2.7834261515087455
1950-02-22,14.597978762,-3.822021238,0.0,0,0,17.154454706450796,3.08,-3.639745119,4.157957393590337,2.8229686450275127
1950-02-23,23.447978761999998,-1.542021238,0.0,0,0,18.14584068239265,3.08,-1.359745119,6.6713998005696045,4.360770159264456
1950-02-24,25.187978761999997,-0.23202123800000002,0.0,0,0,18.281459184605467,3.08,-0.04974511900000003,7.120586185763176,4.649261926034115
1950-02-25,23.377978761999998,0.217978762,0.0,0,0,18.260280858923906,3.08,0.40025488099999995,6.418204746565282,4.2480650152636095
1950-02-26,20.787978762,0.587978762,0.0,0,0,18.00804696722453,3.08,0.770254881,5.502480700985357,3.71299076496364
1950-02-27,25.117978761999996,4.697978762,0.0,0,0,17.993272681477904,3.08,4.880254881,6.321606477906878,4.261757831778934
1950-02-28,23.747978762,5.127978762,0.0,0,0,17.75703037553838,3.08,5.310254881,5.783858667295276,3.9526399488729047
1950-03-01,15.4628396358,2.7928396358,0.0,0,0,15.42680639665942,3.51,2.3928126668000003,3.889081940374574,2.725460215901318
1950-03-02,12.7928396358,-0.477160364197,0.0,0,0,16.123840657289254,3.51,-0.8771873331969999,3.636466603387682,2.548572013168945
1950-03-03,14.9128396358,-0.767160364197,0.0,0,0,17.59906570081539,3.51,-1.167187333197,4.333716682108147,2.995438178318101
1950-03-04,17.9028396358,-1.1971603642,0.0,0,0,18.94505220343095,3.51,-1.5971873332,5.375338429462351,3.644939444361695
1950-03-05,21.5628396358,5.3028396358,0.0,0,0,17.855325458086664,3.51,4.9028126668,5.577272584414019,3.8422790641549356
1950-03-06,28.712839635799998,3.5828396357999996,0.0,0,0,19.882344460245484,3.51,3.1828126667999994,8.760371101154863,5.752721483652487
1950-03-07,27.9528396358,5.8228396358,0.0,0,0,19.631914735009993,3.51,5.4228126668000005,8.016847081911507,5.351790674455551
1950-03-08,10.842839635799999,-2.1971603641999997,0.0,0,0,16.96112756581717,3.51,-2.5971873332,3.4196639536708946,2.4319817397871795
1950-03-09,20.322839635799998,0.122839635803,0.0,0,0,20.010318657181614,3.51,-0.277187333197,6.115359598481869,4.153973756489956
1950-03-10,23.1228396358,8.002839635800001,0.0,0,0,17.992733465096446,3.51,7.602812666800001,5.715189558974573,4.001626607736116
1950-03-11,22.0128396358,0.0428396358029,0.0,0,0,20.684025694783774,3.51,-0.3571873331971,6.791929624835076,4.583006781662803
1950-03-12,7.2828396358,-7.2171603642,0.0,0,0,18.76106830699006,3.51,-7.6171873331999995,3.1582798403060286,2.2501132296458377
1950-03-13,13.772839635799999,-9.3871603642,0.0,0,0,21.691342817109447,3.51,-9.7871873332,5.1773291709637075,3.509114977749938
