Date,TMax,TMin,Prcp
1950-01-01,17.0468816744,5.19688167436,0.0311358471213
1950-01-02,21.8868816744,5.75688167436,0.155679235606
1950-01-03,20.2668816744,-5.75311832564,0.290601239798
1950-01-04,-1.95311832564,-12.9231183256,0.0830289256567
1950-01-05,-1.10311832564,-10.9731183256,0.0
1950-01-06,8.48688167436,-9.13311832564,0.0
1950-01-07,10.5668816744,-6.47311832564,0.0
1950-01-08,11.0768816744,-6.19311832564,0.0518930785354
1950-01-09,12.7168816744,0.766881674365,0.0518930785354
1950-01-10,14.1268816744,-0.423118325635,0.757638946617
1950-01-11,10.6768816744,-0.513118325635,0.726503099496
1950-01-12,13.7568816744,3.72688167436,5.15817200642
1950-01-13,16.4468816744,8.50688167436,2.41821745975
1950-01-14,16.1668816744,-4.24311832564,0.0
1950-01-15,15.3668816744,-0.623118325635,0.0
1950-01-16,18.6268816744,1.44688167436,0.0
1950-01-17,22.4868816744,1.91688167436,0.0
1950-01-18,24.4368816744,-7.74311832564,0.0
1950-01-19,4.69688167436,-7.21311832564,0.0
1950-01-20,8.73688167436,-4.13311832564,0.0
1950-01-21,16.8168816744,-2.27311832564,0.0
1950-01-22,19.3068816744,1.07688167436,0.0
1950-01-23,19.9568816744,1.62688167436,0.0
1950-01-24,26.5468816744,1.83688167436,0.0
1950-01-25,27.8968816744,-4.26311832564,0.0
1950-01-26,3.69688167436,-7.75311832564,0.0
1950-01-27,12.3968816744,-5.76311832564,0.0
1950-01-28,19.9968816744,-6.77311832564,0.0
1950-01-29,21.8268816744,-10.3131183256,0.0
1950-01-30,0.0268816743646,-10.3031183256,0.0
1950-01-31,0.576881674365,-6.70311832564,0.0
1950-02-01,6.837978762,-7.262021238,0.0
1950-02-02,8.567978762,-5.472021238,0.0
1950-02-03,10.827978762,-4.812021238,0.0
1950-02-04,14.517978762,1.757978762,0.0
1950-02-05,20.337978762,3.077978762,0.0
1950-02-06,26.137978762,5.697978762,0.0
1950-02-07,27.477978762,6.007978762,0.0
1950-02-08,24.907978762,4.567978762,0.0
1950-02-09,15.547978762,-3.222021238,0.0
1950-02-10,24.897978762,3.557978762,9.90145112064
1950-02-11,14.377978762,-1.872021238,7.71942654936
1950-02-12,15.247978762,6.807978762,16.468109972
1950-02-13,14.827978762,-1.092021238,7.43123462485
1950-02-14,11.387978762,-1.802021238,0.0
1950-02-15,17.747978762,-2.102021238,0.0
1950-02-16,20.947978762,1.237978762,0.0
1950-02-17,22.627978762,2.897978762,0.0
1950-02-18,20.127978762,-2.132021238,0.0
1950-02-19,15.797978762,-2.012021238,0.0
1950-02-20,21.687978762,-0.562021238,0.0308777061974
1950-02-21,19.517978762,6.477978762,0.0
1950-02-22,14.597978762,-3.822021238,0.0
1950-02-23,23.447978762,-1.542021238,0.0
1950-02-24,25.187978762,-0.232021238,0.0
1950-02-25,23.377978762,0.217978762,0.0
1950-02-26,20.787978762,0.587978762,0.0
1950-02-27,25.117978762,4.697978762,0.0
1950-02-28,23.747978762,5.127978762,0.0
1950-03-01,15.4628396358,2.7928396358,0.0
1950-03-02,12.7928396358,-0.477160364197,0.0
1950-03-03,14.9128396358,-0.767160364197,0.0
1950-03-04,17.9028396358,-1.1971603642,0.0
1950-03-05,21.5628396358,5.3028396358,0.0
1950-03-06,28.7128396358,3.5828396358,0.0
1950-03-07,27.9528396358,5.8228396358,0.0
1950-03-08,10.8428396358,-2.1971603642,0.0
1950-03-09,20.3228396358,0.122839635803,0.0
1950-03-10,23.1228396358,8.0028396358,0.0
1950-03-11,22.0128396358,0.0428396358029,0.0
1950-03-12,7.2828396358,-7.2171603642,0.0
1950-03-13,13.7728396358,-9.3871603642,0.0
1950-03-14,18.0928396358,-2.6271603642,0.0
1950-03-15,23.6028396358,3.6928396358,0.0
1950-03-16,22.1028396358,0.712839635803,0.0
1950-03-17,27.2928396358,3.7528396358,0.0
1950-03-18,24.9628396358,2.7028396358,0.0
1950-03-19,11.5728396358,-3.7671603642,0.0
1950-03-20,17.8328396358,-3.7671603642,0.0
1950-03-21,18.6228396358,0.402839635803,0.0
1950-03-22,21.4128396358,0.692839635803,0.0
1950-03-23,25.2428396358,4.4428396358,0.0
1950-03-24,26.6628396358,4.4128396358,0.0
1950-03-25,27.4428396358,5.6328396358,0.0
1950-03-26,25.2328396358,4.2428396358,0.0
1950-03-27,18.3528396358,4.0528396358,0.0
1950-03-28,20.5628396358,2.6528396358,0.0
1950-03-29,22.5828396358,1.6228396358,0.0
1950-03-30,21.4328396358,0.162839635803,0.0
1950-03-31,29.2828396358,10.1628396358,0.0
1950-04-01,27.8459579289,8.46595792887,0.0
1950-04-02,32.2759579289,12.2059579289,0.0
1950-04-03,34.2359579289,10.1359579289,0.0
1950-04-04,24.1859579289,1.22595792887,0.0
1950-04-05,20.2759579289,4.81595792887,0.0
1950-04-06,21.3559579289,4.04595792887,0.0
1950-04-07,26.0859579289,4.01595792887,0.0
1950-04-08,28.2759579289,5.68595792887,0.0
1950-04-09,28.7559579289,11.2759579289,0.0
1950-04-10,31.2459579289,11.3559579289,0.0
1950-04-11,23.8359579289,4.46595792887,0.0
1950-04-12,23.6759579289,5.73595792887,1.63192136502
1950-04-13,18.8359579289,2.18595792887,0.793907691092
1950-04-14,15.4359579289,4.38595792887,0.502808204358
1950-04-15,15.8359579289,9.55595792887,9.1740444304
1950-04-16,16.0159579289,8.53595792887,4.32238631817
1950-04-17,20.2059579289,8.14595792887,0.0
1950-04-18,25.4059579289,7.83595792887,0.0
1950-04-19,20.9059579289,5.21595792887,0.0
1950-04-20,23.1659579289,5.72595792887,0.0
1950-04-21,30.2459579289,8.37595792887,0.0
1950-04-22,33.2759579289,13.7859579289,0.0
1950-04-23,33.2959579289,13.3459579289,0.0
1950-04-24,29.7159579289,13.7859579289,0.0
1950-04-25,28.4359579289,8.50595792887,0.0
1950-04-26,28.7559579289,9.19595792887,1.30553709202
1950-04-27,24.8959579289,11.7759579289,0.679232135712
1950-04-28,26.5859579289,10.6259579289,0.0
1950-04-29,24.7259579289,9.68595792887,0.0
1950-04-30,21.7059579289,3.27595792887,1.65838495473
1950-05-01,21.0900579089,3.4000579089,2.89582895828
1950-05-02,26.1600579089,10.9800579089,1.0267029943
1950-05-03,34.7200579089,14.7300579089,0.0
1950-05-04,34.1700579089,19.5100579089,2.48339271271
1950-05-05,27.8300579089,11.7100579089,1.16710682258
1950-05-06,29.3200579089,11.0700579089,0.0
1950-05-07,28.7200579089,15.9100579089,3.02745754729
1950-05-08,29.0000579089,19.5100579089,1.22853349745
1950-05-09,28.2000579089,14.6800579089,2.73787465146
1950-05-10,20.0500579089,13.8600579089,1.71117165717
1950-05-11,24.1400579089,15.0300579089,4.36129391595
1950-05-12,22.0200579089,12.0400579089,5.01943686102
1950-05-13,27.5700579089,13.7400579089,1.42158876134
1950-05-14,26.2600579089,13.1700579089,0.219380981688
1950-05-15,29.2500579089,12.9000579089,0.0702019141401
1950-05-16,29.9500579089,15.0300579089,0.0
1950-05-17,32.8600579089,16.3200579089,5.8355341129
1950-05-18,32.7700579089,17.3200579089,2.89582895828
1950-05-19,31.9800579089,15.2200579089,2.67644797659
1950-05-20,29.8200579089,13.9800579089,1.21098301892
1950-05-21,29.0700579089,14.3600579089,0.0438761963376
1950-05-22,31.4600579089,15.0200579089,0.0
1950-05-23,34.7300579089,15.1800579089,0.0
1950-05-24,34.3100579089,18.2300579089,0.0
1950-05-25,32.2300579089,17.6800579089,1.24608397599
1950-05-26,21.1900579089,8.4700579089,0.596716270191
1950-05-27,26.3200579089,7.1500579089,3.00113182949
1950-05-28,29.3600579089,13.5200579089,1.49179067548
1950-05-29,29.5900579089,13.6800579089,0.0
1950-05-30,34.6400579089,12.0300579089,0.0
1950-05-31,30.9100579089,13.5400579089,0.0
1950-06-01,31.5572866843,14.9972866843,7.31089911233
1950-06-02,29.6872866843,16.1372866843,6.14510709172
1950-06-03,26.1572866843,14.3872866843,1.25470836117
1950-06-04,25.2972866843,14.9672866843,6.9848725303
1950-06-05,24.6972866843,12.9372866843,3.95183735802
1950-06-06,28.2072866843,12.4872866843,0.276628615061
1950-06-07,29.8772866843,13.4072866843,0.0
1950-06-08,36.9472866843,19.5172866843,0.0
1950-06-09,36.2472866843,18.3272866843,2.12411257994
1950-06-10,36.6672866843,20.2172866843,6.37233773981
1950-06-11,32.0772866843,19.1072866843,3.06267395246
